idmanzana,ubigeo,distrito,codzona,codmzna,n_hogar,n_pob,estrato,estrato_label
070106040000460,070106,VENTANILLA,040,046,24,96,3,medio
070106046000270,070106,VENTANILLA,046,027,13,39,3,medio
070106040000390,070106,VENTANILLA,040,039,34,128,3,medio
070106046000280,070106,VENTANILLA,046,028,42,190,3,medio
070106046000330,070106,VENTANILLA,046,033,33,142,3,medio
070106040000430,070106,VENTANILLA,040,043,9,36,3,medio
070106040000530,070106,VENTANILLA,040,053,37,153,3,medio
070106040000520,070106,VENTANILLA,040,052,12,65,3,medio
070106040000540,070106,VENTANILLA,040,054,42,144,3,medio
070106046000310,070106,VENTANILLA,046,031,10,51,3,medio
070106040000590,070106,VENTANILLA,040,059,17,57,3,medio
07010604000057B,070106,VENTANILLA,040,057,12,49,3,medio
070106046000130,070106,VENTANILLA,046,013,15,72,3,medio
070106046000150,070106,VENTANILLA,046,015,58,206,3,medio
070106015000490,070106,VENTANILLA,015,049,13,54,2,medio bajo
07010609100027B,070106,VENTANILLA,091,027,6,19,2,medio bajo
07010609100017A,070106,VENTANILLA,091,017,6,10,2,medio bajo
07010608200026D,070106,VENTANILLA,082,026,11,31,3,medio
07010604600020B,070106,VENTANILLA,046,020,46,175,3,medio
07010609100042B,070106,VENTANILLA,091,042,1,1,2,medio bajo
070106040000340,070106,VENTANILLA,040,034,33,127,3,medio
070106040000350,070106,VENTANILLA,040,035,85,350,3,medio
070106058000390,070106,VENTANILLA,058,039,16,62,1,bajo
070106040000370,070106,VENTANILLA,040,037,48,207,3,medio
070106040000360,070106,VENTANILLA,040,036,46,180,3,medio
070106046000200,070106,VENTANILLA,046,020,26,107,3,medio
070106058000080,070106,VENTANILLA,058,008,8,23,1,bajo
070106040000500,070106,VENTANILLA,040,050,68,307,3,medio
070106058000360,070106,VENTANILLA,058,036,15,61,1,bajo
07010604000032A,070106,VENTANILLA,040,032,13,70,3,medio
07010604000008E,070106,VENTANILLA,040,008,23,95,3,medio
07010604000033A,070106,VENTANILLA,040,033,26,103,3,medio
070106058000310,070106,VENTANILLA,058,031,15,57,2,medio bajo
07010604600021C,070106,VENTANILLA,046,021,38,145,3,medio
07010604600025A,070106,VENTANILLA,046,025,9,32,3,medio
07010604600009B,070106,VENTANILLA,046,009,6,24,3,medio
070106040000300,070106,VENTANILLA,040,030,15,68,3,medio
07010604000030A,070106,VENTANILLA,040,030,28,116,3,medio
07010604000031A,070106,VENTANILLA,040,031,46,181,3,medio
07010604600003A,070106,VENTANILLA,046,003,12,46,3,medio
07010604600007B,070106,VENTANILLA,046,007,3,5,3,medio
070106058000300,070106,VENTANILLA,058,030,16,59,2,medio bajo
07010604000008D,070106,VENTANILLA,040,008,32,128,3,medio
07010604000009C,070106,VENTANILLA,040,009,6,28,3,medio
07010604600007A,070106,VENTANILLA,046,007,4,12,3,medio
07010604600001D,070106,VENTANILLA,046,001,13,48,3,medio
07010604600009C,070106,VENTANILLA,046,009,32,111,3,medio
07010604600005A,070106,VENTANILLA,046,005,5,14,3,medio
07010604000008F,070106,VENTANILLA,040,008,35,106,3,medio
07010604600009D,070106,VENTANILLA,046,009,11,41,3,medio
07010604600008A,070106,VENTANILLA,046,008,5,21,3,medio
07010604600009F,070106,VENTANILLA,046,009,15,59,3,medio
07010604600008B,070106,VENTANILLA,046,008,4,14,3,medio
07010604600001E,070106,VENTANILLA,046,001,8,40,3,medio
07010604600020D,070106,VENTANILLA,046,020,10,30,3,medio
07010604000032B,070106,VENTANILLA,040,032,1,8,3,medio
07010604000008G,070106,VENTANILLA,040,008,30,104,3,medio
07010604000009E,070106,VENTANILLA,040,009,49,200,3,medio
07010604600020C,070106,VENTANILLA,046,020,12,40,3,medio
07010604600009E,070106,VENTANILLA,046,009,3,11,3,medio
070106049000300,070106,VENTANILLA,049,030,11,40,5,alto
070106049000070,070106,VENTANILLA,049,007,6,16,5,alto
070106049000120,070106,VENTANILLA,049,012,36,137,5,alto
07010600500059C,070106,VENTANILLA,005,059,2,5,3,medio
070106049000140,070106,VENTANILLA,049,014,10,41,5,alto
070106040000150,070106,VENTANILLA,040,015,8,28,3,medio
070106005000380,070106,VENTANILLA,005,038,18,60,3,medio
070106040000140,070106,VENTANILLA,040,014,24,118,3,medio
070106005000410,070106,VENTANILLA,005,041,13,72,2,medio bajo
070106005000450,070106,VENTANILLA,005,045,36,148,3,medio
070106002000210,070106,VENTANILLA,002,021,5,28,1,bajo
07010604600001J,070106,VENTANILLA,046,001,4,13,3,medio
070106005000390,070106,VENTANILLA,005,039,16,64,3,medio
070106005000400,070106,VENTANILLA,005,040,18,69,2,medio bajo
07010600200004A,070106,VENTANILLA,002,004,8,44,2,medio bajo
070106005000260,070106,VENTANILLA,005,026,38,140,2,medio bajo
07010604600001I,070106,VENTANILLA,046,001,6,26,3,medio
070106005000370,070106,VENTANILLA,005,037,9,31,3,medio
070106002000290,070106,VENTANILLA,002,029,12,50,2,medio bajo
07010604600021F,070106,VENTANILLA,046,021,34,113,3,medio
07010604600021G,070106,VENTANILLA,046,021,39,148,3,medio
07010600200008B,070106,VENTANILLA,002,008,10,29,2,medio bajo
07010600200021C,070106,VENTANILLA,002,021,7,23,1,bajo
070106040000230,070106,VENTANILLA,040,023,12,43,3,medio
07010604600001G,070106,VENTANILLA,046,001,6,16,3,medio
07010604600001K,070106,VENTANILLA,046,001,5,17,3,medio
07010600200004B,070106,VENTANILLA,002,004,8,29,2,medio bajo
07010604600001H,070106,VENTANILLA,046,001,9,36,3,medio
07010600200053C,070106,VENTANILLA,002,053,26,98,2,medio bajo
07010600200008D,070106,VENTANILLA,002,008,10,30,2,medio bajo
070106049000220,070106,VENTANILLA,049,022,20,76,5,alto
070106082000340,070106,VENTANILLA,082,034,15,42,3,medio
07010603100034A,070106,VENTANILLA,031,034,18,73,4,medio alto
070106005000270,070106,VENTANILLA,005,027,13,55,2,medio bajo
070106005000560,070106,VENTANILLA,005,056,15,58,3,medio
070106005000570,070106,VENTANILLA,005,057,28,118,3,medio
070106091010130,070106,VENTANILLA,091,013,3,8,2,medio bajo
070106082000310,070106,VENTANILLA,082,031,16,60,3,medio
070106005000290,070106,VENTANILLA,005,029,38,144,3,medio
070106005000280,070106,VENTANILLA,005,028,11,52,3,medio
070106005000300,070106,VENTANILLA,005,030,41,169,3,medio
070106082000370,070106,VENTANILLA,082,037,12,46,3,medio
070106082000380,070106,VENTANILLA,082,038,10,28,3,medio
070106082000400,070106,VENTANILLA,082,040,8,15,3,medio
070106082000640,070106,VENTANILLA,082,064,10,32,3,medio
070106082000360,070106,VENTANILLA,082,036,12,47,3,medio
070106082000720,070106,VENTANILLA,082,072,9,33,3,medio
070106082000390,070106,VENTANILLA,082,039,8,21,3,medio
070106082000300,070106,VENTANILLA,082,030,12,39,3,medio
070106082000630,070106,VENTANILLA,082,063,14,41,3,medio
070106082000530,070106,VENTANILLA,082,053,11,40,3,medio
070106082000290,070106,VENTANILLA,082,029,13,34,3,medio
070106082000620,070106,VENTANILLA,082,062,7,24,3,medio
070106082000410,070106,VENTANILLA,082,041,11,34,3,medio
070106082000600,070106,VENTANILLA,082,060,9,33,3,medio
070106082000590,070106,VENTANILLA,082,059,9,28,3,medio
070106082000710,070106,VENTANILLA,082,071,11,30,3,medio
070106082000140,070106,VENTANILLA,082,014,11,44,3,medio
070106040000420,070106,VENTANILLA,040,042,50,156,3,medio
070106046000320,070106,VENTANILLA,046,032,37,146,3,medio
070106040000240,070106,VENTANILLA,040,024,10,40,3,medio
07010604000029B,070106,VENTANILLA,040,029,30,120,3,medio
070106040000560,070106,VENTANILLA,040,056,18,70,3,medio
070106040000050,070106,VENTANILLA,040,005,37,130,3,medio
07010604000028C,070106,VENTANILLA,040,028,27,117,3,medio
07010609100016B,070106,VENTANILLA,091,016,1,7,2,medio bajo
070106040000250,070106,VENTANILLA,040,025,4,17,3,medio
070106040000510,070106,VENTANILLA,040,051,74,277,3,medio
07010604000007W,070106,VENTANILLA,040,007,53,172,3,medio
070106040000180,070106,VENTANILLA,040,018,6,24,3,medio
070106040000060,070106,VENTANILLA,040,006,85,316,3,medio
07010604000006T,070106,VENTANILLA,040,006,15,53,1,bajo
07010604000028A,070106,VENTANILLA,040,028,16,64,2,medio bajo
070106005000480,070106,VENTANILLA,005,048,25,97,3,medio
07010604000028E,070106,VENTANILLA,040,028,15,63,2,medio bajo
07010604000006Q,070106,VENTANILLA,040,006,4,18,2,medio bajo
070106040000220,070106,VENTANILLA,040,022,4,16,3,medio
070106040000040,070106,VENTANILLA,040,004,22,85,3,medio
07010604000006J,070106,VENTANILLA,040,006,5,20,1,bajo
070106005000320,070106,VENTANILLA,005,032,37,141,3,medio
07010604000007H,070106,VENTANILLA,040,007,6,30,2,medio bajo
070106040000270,070106,VENTANILLA,040,027,13,45,3,medio
07010604000006O,070106,VENTANILLA,040,006,18,67,1,bajo
07010604000006L,070106,VENTANILLA,040,006,5,21,1,bajo
07010604000007F,070106,VENTANILLA,040,007,12,54,2,medio bajo
07010604000006U,070106,VENTANILLA,040,006,4,11,1,bajo
07010604000006S,070106,VENTANILLA,040,006,4,17,1,bajo
07010604000007I,070106,VENTANILLA,040,007,6,25,2,medio bajo
07010604000006F,070106,VENTANILLA,040,006,26,87,1,bajo
070106040000200,070106,VENTANILLA,040,020,10,49,3,medio
07010604000006G,070106,VENTANILLA,040,006,14,59,1,bajo
070106046000250,070106,VENTANILLA,046,025,34,123,3,medio
070106040000130,070106,VENTANILLA,040,013,10,56,3,medio
07010604000006D,070106,VENTANILLA,040,006,12,50,1,bajo
070106082000160,070106,VENTANILLA,082,016,12,38,3,medio
070106082000180,070106,VENTANILLA,082,018,14,34,3,medio
070106082000170,070106,VENTANILLA,082,017,13,41,3,medio
07010604000006B,070106,VENTANILLA,040,006,22,92,2,medio bajo
070106040000010,070106,VENTANILLA,040,001,6,15,3,medio
070106082000190,070106,VENTANILLA,082,019,10,25,3,medio
070106040000600,070106,VENTANILLA,040,060,33,114,2,medio bajo
07010604600021E,070106,VENTANILLA,046,021,11,30,3,medio
07010604600001F,070106,VENTANILLA,046,001,15,36,3,medio
070106082000330,070106,VENTANILLA,082,033,13,38,3,medio
070106005000580,070106,VENTANILLA,005,058,22,79,3,medio
070106005000130,070106,VENTANILLA,005,013,12,38,3,medio
07010605800054C,070106,VENTANILLA,058,054,10,35,1,bajo
070106058000550,070106,VENTANILLA,058,055,20,85,1,bajo
070106058000510,070106,VENTANILLA,058,051,8,30,1,bajo
070106058000520,070106,VENTANILLA,058,052,5,10,1,bajo
070106058000500,070106,VENTANILLA,058,050,11,41,1,bajo
07010605800054B,070106,VENTANILLA,058,054,29,91,1,bajo
07010605800054A,070106,VENTANILLA,058,054,24,85,1,bajo
07010605800054D,070106,VENTANILLA,058,054,14,44,1,bajo
070106058000540,070106,VENTANILLA,058,054,13,60,1,bajo
07010605800055C,070106,VENTANILLA,058,055,5,15,1,bajo
07010605800035E,070106,VENTANILLA,058,035,17,79,1,bajo
07010605800035D,070106,VENTANILLA,058,035,20,68,1,bajo
07010605800035B,070106,VENTANILLA,058,035,11,42,1,bajo
070106005000550,070106,VENTANILLA,005,055,21,92,3,medio
070106082000350,070106,VENTANILLA,082,035,12,39,3,medio
070106082000220,070106,VENTANILLA,082,022,12,50,3,medio
070106082000450,070106,VENTANILLA,082,045,15,50,3,medio
070106082000240,070106,VENTANILLA,082,024,12,43,3,medio
07010604000009A,070106,VENTANILLA,040,009,4,11,3,medio
070106082000230,070106,VENTANILLA,082,023,14,46,3,medio
070106082000480,070106,VENTANILLA,082,048,9,36,3,medio
070106082000460,070106,VENTANILLA,082,046,12,32,3,medio
070106082000500,070106,VENTANILLA,082,050,11,24,3,medio
07010600200012B,070106,VENTANILLA,002,012,10,42,1,bajo
070106082000470,070106,VENTANILLA,082,047,14,50,3,medio
07010600200015A,070106,VENTANILLA,002,015,10,41,1,bajo
07010600200010A,070106,VENTANILLA,002,010,9,33,2,medio bajo
070106082000490,070106,VENTANILLA,082,049,12,27,3,medio
07010600200010B,070106,VENTANILLA,002,010,10,38,2,medio bajo
070106005000310,070106,VENTANILLA,005,031,34,88,3,medio
070106058000210,070106,VENTANILLA,058,021,9,19,2,medio bajo
07010604000006K,070106,VENTANILLA,040,006,3,13,1,bajo
070106005000180,070106,VENTANILLA,005,018,23,108,2,medio bajo
070106058000110,070106,VENTANILLA,058,011,12,57,2,medio bajo
070106005000140,070106,VENTANILLA,005,014,20,87,3,medio
07010605800055A,070106,VENTANILLA,058,055,9,29,1,bajo
07010605800037C,070106,VENTANILLA,058,037,22,72,1,bajo
070106005000190,070106,VENTANILLA,005,019,31,125,2,medio bajo
070106058000130,070106,VENTANILLA,058,013,8,29,2,medio bajo
07010605800036A,070106,VENTANILLA,058,036,16,58,1,bajo
070106058000120,070106,VENTANILLA,058,012,24,103,2,medio bajo
07010605800035A,070106,VENTANILLA,058,035,22,83,1,bajo
07010605800037A,070106,VENTANILLA,058,037,12,45,1,bajo
070106005000080,070106,VENTANILLA,005,008,16,70,2,medio bajo
070106058000340,070106,VENTANILLA,058,034,7,20,1,bajo
07010600500007A,070106,VENTANILLA,005,007,4,14,2,medio bajo
07010605800037B,070106,VENTANILLA,058,037,26,80,1,bajo
07010607600001F,070106,VENTANILLA,076,001,11,32,1,bajo
070106059010080,070106,VENTANILLA,059,008,7,33,1,bajo
070106059010100,070106,VENTANILLA,059,010,5,19,1,bajo
07010607600001B,070106,VENTANILLA,076,001,15,42,1,bajo
070106082000150,070106,VENTANILLA,082,015,15,46,3,medio
07010604000006C,070106,VENTANILLA,040,006,14,67,1,bajo
07010600200008E,070106,VENTANILLA,002,008,9,33,2,medio bajo
070106002000590,070106,VENTANILLA,002,059,10,33,1,bajo
070106082000200,070106,VENTANILLA,082,020,10,45,3,medio
070106058000160,070106,VENTANILLA,058,016,9,30,2,medio bajo
07010600200015B,070106,VENTANILLA,002,015,13,47,1,bajo
070106058000480,070106,VENTANILLA,058,048,19,62,1,bajo
070106058000320,070106,VENTANILLA,058,032,6,25,2,medio bajo
070106005000520,070106,VENTANILLA,005,052,29,107,3,medio
07010600200012D,070106,VENTANILLA,002,012,15,55,1,bajo
070106058000460,070106,VENTANILLA,058,046,6,17,1,bajo
07010604000018A,070106,VENTANILLA,040,018,4,18,3,medio
07010604000007P,070106,VENTANILLA,040,007,9,39,2,medio bajo
07010600200017Q,070106,VENTANILLA,002,017,22,72,1,bajo
07010604000007U,070106,VENTANILLA,040,007,6,29,1,bajo
07010605800055B,070106,VENTANILLA,058,055,13,41,1,bajo
07010604000007V,070106,VENTANILLA,040,007,7,27,1,bajo
07010604000007Y,070106,VENTANILLA,040,007,4,17,3,medio
07010604000028D,070106,VENTANILLA,040,028,1,2,2,medio bajo
07010604000007J,070106,VENTANILLA,040,007,3,7,3,medio
07010604000007X,070106,VENTANILLA,040,007,17,62,3,medio
07010604000057A,070106,VENTANILLA,040,057,21,79,3,medio
07010604000006X,070106,VENTANILLA,040,006,21,77,1,bajo
07010604000009F,070106,VENTANILLA,040,009,20,81,3,medio
070106058000230,070106,VENTANILLA,058,023,15,56,2,medio bajo
070106082000210,070106,VENTANILLA,082,021,4,14,3,medio
07010600200015G,070106,VENTANILLA,002,015,12,42,1,bajo
07010600200008C,070106,VENTANILLA,002,008,6,23,2,medio bajo
07010600200015E,070106,VENTANILLA,002,015,17,51,1,bajo
07010600200017B,070106,VENTANILLA,002,017,7,21,1,bajo
07010603300001C,070106,VENTANILLA,033,001,14,56,3,medio
070106033000030,070106,VENTANILLA,033,003,10,27,3,medio
070106033000060,070106,VENTANILLA,033,006,34,129,3,medio
07010603300003E,070106,VENTANILLA,033,003,10,33,3,medio
07010603300001B,070106,VENTANILLA,033,001,7,16,2,medio bajo
070106058000370,070106,VENTANILLA,058,037,18,71,1,bajo
07010603300008B,070106,VENTANILLA,033,008,5,12,2,medio bajo
07010603300008D,070106,VENTANILLA,033,008,8,27,2,medio bajo
070106058000250,070106,VENTANILLA,058,025,13,47,2,medio bajo
07010603300001D,070106,VENTANILLA,033,001,39,143,3,medio
070106076000050,070106,VENTANILLA,076,005,19,75,1,bajo
070106033000580,070106,VENTANILLA,033,058,15,51,2,medio bajo
07010603300003G,070106,VENTANILLA,033,003,42,170,3,medio
070106076000150,070106,VENTANILLA,076,015,11,37,1,bajo
07010603300008A,070106,VENTANILLA,033,008,22,96,2,medio bajo
070106058000030,070106,VENTANILLA,058,003,15,43,1,bajo
07010603300008C,070106,VENTANILLA,033,008,10,25,2,medio bajo
070106033000020,070106,VENTANILLA,033,002,52,201,3,medio
07010603300008E,070106,VENTANILLA,033,008,5,23,2,medio bajo
07010607600013A,070106,VENTANILLA,076,013,17,59,1,bajo
07010607600006B,070106,VENTANILLA,076,006,30,111,1,bajo
070106076000090,070106,VENTANILLA,076,009,16,44,1,bajo
070106076000100,070106,VENTANILLA,076,010,34,111,1,bajo
070106076000110,070106,VENTANILLA,076,011,28,108,1,bajo
070106005000120,070106,VENTANILLA,005,012,26,104,3,medio
07010605800035C,070106,VENTANILLA,058,035,1,5,1,bajo
07010600200017I,070106,VENTANILLA,002,017,14,48,1,bajo
07010603300009G,070106,VENTANILLA,033,009,5,15,2,medio bajo
07010600500023B,070106,VENTANILLA,005,023,13,46,2,medio bajo
070106005000240,070106,VENTANILLA,005,024,27,95,2,medio bajo
07010603300009F,070106,VENTANILLA,033,009,7,27,2,medio bajo
070106005000470,070106,VENTANILLA,005,047,25,94,3,medio
070106005000220,070106,VENTANILLA,005,022,28,113,2,medio bajo
07010603300009C,070106,VENTANILLA,033,009,8,34,2,medio bajo
070106082000650,070106,VENTANILLA,082,065,12,45,3,medio
07010600200012C,070106,VENTANILLA,002,012,14,44,1,bajo
070106058000330,070106,VENTANILLA,058,033,20,73,2,medio bajo
070106058000470,070106,VENTANILLA,058,047,5,17,1,bajo
070106033000420,070106,VENTANILLA,033,042,22,83,2,medio bajo
07010604000008C,070106,VENTANILLA,040,008,8,37,3,medio
070106033000480,070106,VENTANILLA,033,048,17,61,2,medio bajo
070106005000460,070106,VENTANILLA,005,046,42,170,3,medio
070106005000440,070106,VENTANILLA,005,044,29,134,3,medio
070106005000060,070106,VENTANILLA,005,006,11,32,2,medio bajo
070106005000200,070106,VENTANILLA,005,020,30,107,2,medio bajo
070106005000350,070106,VENTANILLA,005,035,26,98,3,medio
070106005000490,070106,VENTANILLA,005,049,21,89,3,medio
070106005000250,070106,VENTANILLA,005,025,25,97,2,medio bajo
070106005000150,070106,VENTANILLA,005,015,12,45,3,medio
07010600200017M,070106,VENTANILLA,002,017,20,77,1,bajo
07010600200015F,070106,VENTANILLA,002,015,15,52,1,bajo
070106076000170,070106,VENTANILLA,076,017,17,58,1,bajo
070106076000180,070106,VENTANILLA,076,018,23,86,1,bajo
070106076000190,070106,VENTANILLA,076,019,21,63,1,bajo
070106005000340,070106,VENTANILLA,005,034,42,148,3,medio
07010600900046D,070106,VENTANILLA,009,046,4,13,2,medio bajo
070106005000100,070106,VENTANILLA,005,010,14,68,2,medio bajo
070106005000540,070106,VENTANILLA,005,054,17,84,3,medio
070106009000450,070106,VENTANILLA,009,045,7,26,2,medio bajo
070106009000490,070106,VENTANILLA,009,049,23,86,2,medio bajo
070106005000090,070106,VENTANILLA,005,009,15,57,2,medio bajo
07010600500007B,070106,VENTANILLA,005,007,4,23,2,medio bajo
070106009000520,070106,VENTANILLA,009,052,20,79,2,medio bajo
070106033000140,070106,VENTANILLA,033,014,10,32,2,medio bajo
070106009000440,070106,VENTANILLA,009,044,8,26,2,medio bajo
070106058000040,070106,VENTANILLA,058,004,12,58,1,bajo
070106058000240,070106,VENTANILLA,058,024,16,46,2,medio bajo
070106058000090,070106,VENTANILLA,058,009,9,34,1,bajo
070106009000530,070106,VENTANILLA,009,053,19,87,2,medio bajo
070106058000290,070106,VENTANILLA,058,029,15,62,2,medio bajo
070106009000550,070106,VENTANILLA,009,055,25,97,1,bajo
070106058000140,070106,VENTANILLA,058,014,17,57,2,medio bajo
070106058000070,070106,VENTANILLA,058,007,6,24,1,bajo
070106058000150,070106,VENTANILLA,058,015,15,64,2,medio bajo
070106058000220,070106,VENTANILLA,058,022,9,31,2,medio bajo
070106058000260,070106,VENTANILLA,058,026,16,57,2,medio bajo
070106058000490,070106,VENTANILLA,058,049,17,51,1,bajo
07010607600001E,070106,VENTANILLA,076,001,1,3,1,bajo
07010600200015D,070106,VENTANILLA,002,015,17,47,1,bajo
070106033000430,070106,VENTANILLA,033,043,33,105,2,medio bajo
070106033000400,070106,VENTANILLA,033,040,18,63,2,medio bajo
070106033000090,070106,VENTANILLA,033,009,39,147,2,medio bajo
070106033000130,070106,VENTANILLA,033,013,33,134,3,medio
07010603300009A,070106,VENTANILLA,033,009,8,22,2,medio bajo
070106033000110,070106,VENTANILLA,033,011,12,42,2,medio bajo
070106033000120,070106,VENTANILLA,033,012,17,66,3,medio
07010603300009H,070106,VENTANILLA,033,009,13,40,2,medio bajo
070106005000530,070106,VENTANILLA,005,053,21,74,3,medio
07010600200017J,070106,VENTANILLA,002,017,8,34,1,bajo
07010603300009B,070106,VENTANILLA,033,009,13,58,2,medio bajo
07010600200017Y,070106,VENTANILLA,002,017,18,81,1,bajo
07010600200038C,070106,VENTANILLA,002,038,9,33,2,medio bajo
07010603300014A,070106,VENTANILLA,033,014,5,16,2,medio bajo
07010600200038B,070106,VENTANILLA,002,038,17,74,2,medio bajo
07010603300016A,070106,VENTANILLA,033,016,1,5,3,medio
070106009000190,070106,VENTANILLA,009,019,14,47,2,medio bajo
070106009000210,070106,VENTANILLA,009,021,31,121,2,medio bajo
070106009000320,070106,VENTANILLA,009,032,22,80,2,medio bajo
070106009000390,070106,VENTANILLA,009,039,22,57,2,medio bajo
070106009000220,070106,VENTANILLA,009,022,23,91,2,medio bajo
070106009000020,070106,VENTANILLA,009,002,10,33,2,medio bajo
070106009000110,070106,VENTANILLA,009,011,26,107,2,medio bajo
070106009000560,070106,VENTANILLA,009,056,20,78,1,bajo
070106009000120,070106,VENTANILLA,009,012,19,63,2,medio bajo
070106005000210,070106,VENTANILLA,005,021,22,85,2,medio bajo
070106076000160,070106,VENTANILLA,076,016,20,67,1,bajo
070106076000210,070106,VENTANILLA,076,021,27,96,1,bajo
070106076000220,070106,VENTANILLA,076,022,19,81,1,bajo
070106076000290,070106,VENTANILLA,076,029,35,113,1,bajo
070106033000150,070106,VENTANILLA,033,015,22,89,2,medio bajo
070106076000240,070106,VENTANILLA,076,024,20,68,2,medio bajo
070106058000400,070106,VENTANILLA,058,040,9,36,1,bajo
070106076000270,070106,VENTANILLA,076,027,34,110,2,medio bajo
070106058000410,070106,VENTANILLA,058,041,25,99,1,bajo
070106076000330,070106,VENTANILLA,076,033,41,132,2,medio bajo
070106076000380,070106,VENTANILLA,076,038,22,74,2,medio bajo
070106076000260,070106,VENTANILLA,076,026,20,68,1,bajo
070106076000370,070106,VENTANILLA,076,037,7,23,2,medio bajo
070106076000250,070106,VENTANILLA,076,025,20,62,1,bajo
070106076000350,070106,VENTANILLA,076,035,25,86,2,medio bajo
070106058000350,070106,VENTANILLA,058,035,15,69,1,bajo
070106033000410,070106,VENTANILLA,033,041,12,39,2,medio bajo
070106009000130,070106,VENTANILLA,009,013,25,78,2,medio bajo
070106076000300,070106,VENTANILLA,076,030,8,28,2,medio bajo
07010600200017T,070106,VENTANILLA,002,017,6,20,1,bajo
070106076000310,070106,VENTANILLA,076,031,7,20,2,medio bajo
070106076000540,070106,VENTANILLA,076,054,8,29,2,medio bajo
07010603300014H,070106,VENTANILLA,033,014,12,46,2,medio bajo
070106076000400,070106,VENTANILLA,076,040,20,59,2,medio bajo
070106076000450,070106,VENTANILLA,076,045,12,60,2,medio bajo
070106076000510,070106,VENTANILLA,076,051,12,37,2,medio bajo
07010603300014C,070106,VENTANILLA,033,014,11,40,2,medio bajo
070106076000410,070106,VENTANILLA,076,041,13,44,2,medio bajo
070106076000460,070106,VENTANILLA,076,046,13,43,2,medio bajo
070106076000530,070106,VENTANILLA,076,053,12,38,2,medio bajo
070106076000520,070106,VENTANILLA,076,052,8,17,2,medio bajo
07010603300015F,070106,VENTANILLA,033,015,10,42,1,bajo
070106076000470,070106,VENTANILLA,076,047,7,20,2,medio bajo
07010603300015A,070106,VENTANILLA,033,015,4,13,1,bajo
07010600900057B,070106,VENTANILLA,009,057,12,40,1,bajo
07010603300015G,070106,VENTANILLA,033,015,9,24,1,bajo
070106033000560,070106,VENTANILLA,033,056,2,8,2,medio bajo
07010603300015H,070106,VENTANILLA,033,015,12,37,1,bajo
070106076000500,070106,VENTANILLA,076,050,8,17,2,medio bajo
070106076000550,070106,VENTANILLA,076,055,10,38,2,medio bajo
07010603300014G,070106,VENTANILLA,033,014,24,97,2,medio bajo
07010603300015E,070106,VENTANILLA,033,015,6,20,1,bajo
070106009000230,070106,VENTANILLA,009,023,15,52,2,medio bajo
07010603300015I,070106,VENTANILLA,033,015,10,36,1,bajo
07010603300015B,070106,VENTANILLA,033,015,11,54,1,bajo
070106033000160,070106,VENTANILLA,033,016,17,61,2,medio bajo
070106009000430,070106,VENTANILLA,009,043,20,78,2,medio bajo
07010600900057A,070106,VENTANILLA,009,057,17,51,1,bajo
070106058000190,070106,VENTANILLA,058,019,8,27,2,medio bajo
070106058000270,070106,VENTANILLA,058,027,13,43,2,medio bajo
070106076000230,070106,VENTANILLA,076,023,11,39,1,bajo
070106058000440,070106,VENTANILLA,058,044,4,14,1,bajo
070106058000050,070106,VENTANILLA,058,005,6,20,1,bajo
070106058000200,070106,VENTANILLA,058,020,19,69,2,medio bajo
070106058000450,070106,VENTANILLA,058,045,8,30,1,bajo
070106058000170,070106,VENTANILLA,058,017,2,8,2,medio bajo
070106058000380,070106,VENTANILLA,058,038,13,50,1,bajo
070106076000430,070106,VENTANILLA,076,043,15,43,2,medio bajo
070106076000420,070106,VENTANILLA,076,042,21,75,2,medio bajo
070106076000440,070106,VENTANILLA,076,044,14,36,2,medio bajo
070106076000390,070106,VENTANILLA,076,039,16,57,2,medio bajo
07010600200043A,070106,VENTANILLA,002,043,9,27,2,medio bajo
07010600200041F,070106,VENTANILLA,002,041,9,34,2,medio bajo
070106002000430,070106,VENTANILLA,002,043,9,33,2,medio bajo
070106009000420,070106,VENTANILLA,009,042,16,62,2,medio bajo
070106009000140,070106,VENTANILLA,009,014,27,107,2,medio bajo
070106009000240,070106,VENTANILLA,009,024,15,62,2,medio bajo
07010600200044B,070106,VENTANILLA,002,044,10,43,2,medio bajo
070106009000360,070106,VENTANILLA,009,036,23,95,2,medio bajo
07010600200036E,070106,VENTANILLA,002,036,20,82,2,medio bajo
070106009000080,070106,VENTANILLA,009,008,16,54,2,medio bajo
070106009000090,070106,VENTANILLA,009,009,13,42,2,medio bajo
070106002000350,070106,VENTANILLA,002,035,4,19,2,medio bajo
070106009000200,070106,VENTANILLA,009,020,30,113,2,medio bajo
070106009000160,070106,VENTANILLA,009,016,19,64,2,medio bajo
070106009000350,070106,VENTANILLA,009,035,26,106,2,medio bajo
070106009000510,070106,VENTANILLA,009,051,17,52,2,medio bajo
070106009000410,070106,VENTANILLA,009,041,26,85,2,medio bajo
070106009000150,070106,VENTANILLA,009,015,9,33,2,medio bajo
070106009000050,070106,VENTANILLA,009,005,8,33,2,medio bajo
070106009000180,070106,VENTANILLA,009,018,11,42,2,medio bajo
070106009000250,070106,VENTANILLA,009,025,26,79,2,medio bajo
070106009000010,070106,VENTANILLA,009,001,11,40,2,medio bajo
070106009000280,070106,VENTANILLA,009,028,30,133,2,medio bajo
070106009000070,070106,VENTANILLA,009,007,14,46,2,medio bajo
070106009000400,070106,VENTANILLA,009,040,13,41,2,medio bajo
