proyecto,codigo_proyecto,promotor,direccion,departamento,provincia,distrito,periodo_publicacion,area_techada_min,area_techada_max,area_lote_min,area_lote_max,precio_min,precio_max,unidades_disponibles,bono_verde,web,telefono,programa
RESIDENCIAL VIA DE LAS MERCEDES,000482024F,CORPORACION MARBELEN SAC,Mz. A Lt 1B Conj. Habitacional via de Fatima ,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,41.78,41.78,41.78,41.78,46205.0,46205.0,56,0,,908821146,techo_propio
RESIDENCIAL VIA DEL CARMEN ,000512024F,CORPORACION MARBELEN SAC,"Mz. A Lt. 1A, Conj. Habitacional via de Fatima",LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,41.78,41.78,41.78,41.78,46205.0,46205.0,49,0,,908821146,techo_propio
SAN PEDRO AL-01,000872026F,CONSTRUCTORA E INMOBILIARIA ALOR E.I.R.L.,ASENTAMIENTO HUMANO CHOCOFAN MZ 42 LOTE 11C,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,40.04,40.04,56.17,40.04,56500.0,56500.0,8,0,,971060761,techo_propio
SAN PEDRO CD 53,1592025C,CASTILLO DIAZ CONSTRUCTORES E.I.R.L.,MZ. I LOTE 19 AA.HH. CRUCE EL MILAGRO,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,40.07,40.04,48.16,40.04,53500.0,53500.0,6,0,,964196144,techo_propio
SAN PEDRO CD-84,00372025C,CASTILLO DIAZ CONSTRUCTORES E.I.R.L.,"Manzana ""R"" lote 12, AA.HH Cruce El Milagro I",LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,40.09,40.01,45.31,40.01,52500.0,52500.0,9,0,,964196144,techo_propio
SAN PEDRO CH-102,02032025C,CHANG CONSTRUCTORES S.A.C.,"CALLE SAN ANTONIO, LOTE 17, MANZANA Q', AA.HH. C II",LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,40.08,40.08,47.64,40.08,53500.0,53500.0,8,0,,991887616,techo_propio
SAN PEDRO CM 29,00582024C,CONSTRUCTORA E INMOBILIARIA LUNA VICTORIA E.I.R.L.,"ASENTAMIENTO HUMANO CHOCOFAN, CALLE 28 DE JULIO, MZ. 23, LOTE 2A",LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,40.14,40.03,45.7,40.03,51500.0,51500.0,9,0,,968352360,techo_propio
SAN PEDRO CS 31,0942025C,CONSTRUCTORA E INMOBILIARIA LUNA VICTORIA E.I.R.L.,"Asentamiento Humano Cruce El Milagro II, Mz. H' Lote 1",LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,40.03,40.0,52.03,40.0,51500.0,51500.0,8,0,,968352360,techo_propio
SAN PEDRO CS22,115-2023-C,CONSTRUCTORA E INMOBILIARIA LUNA VICTORIA E.I.R.L.,"A.H. CRUCE EL MILAGRO, MZ. W LOTE 8 ",LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,40.0,40.0,40.0,40.0,45000.0,45000.0,2,0,,981194866,techo_propio
SAN PEDRO LC 35,02242025C,CONSTRUCTORA LUVI EIRL,MZ. H' LOTE 3 AA.HH CRUCE EL MILAGRO II,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,40.06,40.0,53.99,40.0,53500.0,53500.0,6,0,,953264265,techo_propio
SAN PEDRO LC 94,0172025C,CONSTRUCTORA LUVI EIRL,CALLE SANTA ELENA MZ. O' LOTE 16 AA.HH. CRUCE EL MILAGRO II,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,40.05,40.05,46.77,40.05,52500.0,52500.0,6,0,,953264265,techo_propio
SAN PEDRO LC 95,0182025C,CONSTRUCTORA LUVI EIRL,MZ. W' LOTE 10 AA.HH. CRUCE EL MILAGRO II,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,40.05,40.05,46.77,40.05,52500.0,52500.0,6,0,,953264265,techo_propio
SAN PEDRO LM 01,02412025C,CONSTRUCTORA L Y M CONTRATISTAS S.A.C.,"CALLE SAN ANTONIO, MZ C', LOTE 16, ASENTAMIENTO HUMANO CRUCE EL MILAGRO I",LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,40.22,40.03,40.22,40.03,55500.0,55500.0,8,0,,947930931,techo_propio
SAN PEDRO LM 02,02292025C,CONSTRUCTORA L Y M CONTRATISTAS S.A.C.,ASENTAMIENTO HUMANO CHOCOFAN MZ. 19 LOTE 7A,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,40.02,40.0,47.72,40.0,55500.0,55500.0,8,0,,947930931,techo_propio
SAN PEDRO LM 03,02272025C,CONSTRUCTORA L Y M CONTRATISTAS S.A.C.,FRENTE CALLE SANTA CLARA MZ. A LOTE 21 AA.HH CRUCE EL MILAGRO I,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,40.05,40.0,46.77,40.0,55500.0,55500.0,9,0,,947930931,techo_propio
SAN PEDRO LM 37,00542025C,CONSTRUCTORA L Y M CONTRATISTAS S.A.C.,"Calle San Martin de Porres, Asentamiento Humano Cruce El Milagro II, Mz. Q', Lote 5",LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,40.01,40.01,46.51,40.01,51500.0,51500.0,8,0,,947930931,techo_propio
SAN PEDRO S-77,00112026C,SALMA CONSTRUCTORES GENERALES E.I.R.L.,"AV. PROGRESO, MANZANA 6, LOTE 29, ASENTAMIENTO HUMANO JOSÉ GÁLVEZ MONTOYA",LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,40.04,40.04,62.45,40.04,52500.0,52500.0,8,0,,981194866,techo_propio
SAN PEDRO S-88,0862025C,SALMA CONSTRUCTORES GENERALES E.I.R.L.,Mz. W Lote 10 AA.HH. Cruce El Milagro I,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,40.02,40.02,40.02,40.02,52500.0,52500.0,8,0,,981194866,techo_propio
CONJUNTO RESIDENCIAL CHIQUITOY JM3,00212025C,CONSTRUCTORA E INMOBILIARIA JME E.I.R.L.,"Pasaje Callao, Sub Lt. 9, Mz A-1, Centro Poblado Chiquitoy",LA LIBERTAD,Ascope,SANTIAGO DE CAO,1/07/2026,40.52,40.12,56.17,40.12,51500.0,51500.0,12,0,,973815613,techo_propio
RESIDENCIAL MONZON,00042025F,NOGALCUCHO INVERSIONES Y SERVICIOS S.A.C.     ,ASENTAMIENTO HUMANO NUEVO CARTAVIO MALCA MZ M4 LOTE 10,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,1/07/2026,40.0,40.0,40.0,40.0,50000.0,50000.0,1,0,,989315331,techo_propio
MULTIFAMILIAR CHRISTHIA,000682026F,CHRISTHIA CONSTRUCTORA Y CONSULTORA E.I.R.L.,PUEBLO JOVEN SAN VICENTE DE PAUL MZ. A LT.05,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,1/07/2026,65.07,59.05,65.07,59.05,54850.0,54850.0,7,0,,922085160,techo_propio
RESIDENCIAL BLANQUITA,000382026F,NEGOCIACIONES AL & AM S.A.C.,ASENTAMIENTO HUMANO BUENOS AIRES SECTOR BALNEARIO BARRIO 1 MZ 11 LOTE 21,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,1/07/2026,59.2,49.65,80.42,49.65,66526.75,53545.0,9,0,,044661414 / 964160620,techo_propio
HABILITACIÓN URBANA LAS PALMERAS DE VIRÚ,001342025F,JFD CONSTRUCTORES S.A.C.,PREDIO SANTA ELENA Y ANEXOS LOTE E.U.C. 05347,LA LIBERTAD,VIRU,VIRU,1/07/2026,40.0,40.0,205.43,40.88,74000.0,58000.0,1872,0,,972683323,techo_propio
LA ALAMEDA DE VIRU,001882025F,GRUPO BETTER WORLD SAC,UBIC. RUR. VALLE VIRU PREDIO EL PALTO SECTOR BITIN U.C. 2774 VIRÚ,LA LIBERTAD,VIRU,VIRU,1/07/2026,27.5,27.5,92.71,59.74,59805.0,54805.0,158,0,,959075718 / 044695606,techo_propio
MARIA LAURA,000272025F,UTCUBAMBA ECO LODGE E.I.R.L.,PREDIO MARIA LAURA MZ. G SUB. LOTE 5 URB. CAMPO 4 AB,LA LIBERTAD,VIRU,VIRU,1/07/2026,40.7,40.7,43.92,40.7,48045.0,48045.0,6,0,,961557316,techo_propio
EL ALTO DE VIRÚ,02232025C,INMOBILIARIA FORTEZZA S.A.C.,"UBIC. RUR. VALLE VIRÚ, PREDIO EL ÁLAMO U.C. 005574, SECTOR SANTA CLARA",LA LIBERTAD,VIRÚ,VIRÚ,1/07/2026,25.0,25.0,98.74,47.46,95795.0,56295.0,106,0,,,techo_propio
URBANIZACION NUEVO ETEN,0012-2023-F,MURANO INVESTMENT S.A.C.,KM 5 DE LA CARRETERA REQUE  - PUERTO ETEN ,LAMBAYEQUE,CHICLAYO, ETEN,1/07/2026,27.5,27.5,51.0,51.0,69705.0,69705.0,1,0,,975361986,techo_propio
CONJUNTO RESIDENCIAL ARVI-69,01692025C,CORPORACION ARVI3 S.A.C.,CENTRO POBLADO MENOR CERRO LEON MZ. 15 LOTE 11,LAMBAYEQUE,CHICLAYO,CAYALTI,1/07/2026,40.72,40.31,50.18,40.31,46805.0,46805.0,8,0,,985076707,techo_propio
CONJUNTO RESIDENCIAL ARVI-46,0532024C,CORPORACION ARVI3 S.A.C.,Centro Poblado Cerro León Mz. 7 Lote 1,LAMBAYEQUE,CHICLAYO,CAYALTÍ,1/07/2026,40.18,40.02,45.31,40.02,43962.5,43962.5,6,0,,992183750,techo_propio
MULTIFAMILIAR ARVI-54,0902024C,CORPORACION ARVI3 S.A.C.,Centro Poblado Cerro León Mz. 9 Lote 1,LAMBAYEQUE,CHICLAYO,CAYALTÍ,1/07/2026,40.37,40.07,40.37,40.2,47005.0,47005.0,3,0,,992183751,techo_propio
MULTIFAMILIAR ARVI-66,01622025C,CORPORACION ARVI3 S.A.C.,POSESIÓN INFORMAL CERCADO DE CAYALTI SECTOR 3 MZ. 141 SUB LOTE 9 ,LAMBAYEQUE,CHICLAYO,CAYALTÍ,1/07/2026,40.17,40.17,63.04,40.17,47985.0,47985.0,6,0,,985076707,techo_propio
ESTANCIA DEL VALLE VIII ETAPA,002312025F,LOS PORTALES S.A.,FUNDO QUEFE. CHICLAYO-SUB LT. B2,LAMBAYEQUE,CHICLAYO,CHICLAYO,1/07/2026,25.0,25.0,60.0,60.0,93310.0,93310.0,2,0,,981530611,techo_propio
"Habilitación Urbana ""Costa Santa TP1"" con construcción simultánea tipo 5 - I Etapa",000602026F-1,PROMOTORA ALGARROBOS S.A.C.,"UBIC. RUR. FUNDO SAMAN DEL VALLE DE ZAÑA, SUB LOTE 01A, SECTOR SAN MIGUEL",LAMBAYEQUE,CHICLAYO,CHICLAYO,1/07/2026,25.1,25.1,114.89,60.0,94545.0,62345.0,152,0,,968117665,techo_propio
"Habilitación Urbana ""Costa Santa TP1"" con construcción simultánea tipo 5 - II Etapa",000602026F-2,PROMOTORA ALGARROBOS S.A.C.,"UBIC. RUR. FUNDO SAMAN DEL VALLE DE ZAÑA, SUB LOTE 01B, SECTOR SAN MIGUEL",LAMBAYEQUE,CHICLAYO,CHICLAYO,1/07/2026,25.1,25.1,115.32,60.0,103805.0,62945.0,163,0,,968117665,techo_propio
"Habilitación Urbana ""Costa Santa TP1"" con construcción simultánea tipo 5 - III Etapa",000602026F-3,PROMOTORA ALGARROBOS S.A.C.,"UBIC. RUR. FUNDO SAMAN DEL VALLE DE ZAÑA, SUB LOTE 01C, SECTOR SAN MIGUEL",LAMBAYEQUE,CHICLAYO,CHICLAYO,1/07/2026,25.1,25.1,110.59,60.0,104500.0,68445.0,160,0,,968117665,techo_propio
"Habilitación Urbana ""Costa Santa TP1"" con construcción simultánea tipo 5 - IV Etapa",000602026F-4,PROMOTORA ALGARROBOS S.A.C.,"UBIC. RUR. FUNDO SAMAN DEL VALLE DE ZAÑA, SUB LOTE 01D, SECTOR SAN MIGUEL",LAMBAYEQUE,CHICLAYO,CHICLAYO,1/07/2026,25.1,25.1,111.76,60.0,100545.0,63205.0,166,0,,968117665,techo_propio
MULTIFAMILIAR DIAZ,000252026F,INVERSIONES LOS DIAMANTES S.A.C.,CENTRO POBLADO MENOR NUEVO MOCUPE MZ H4 LOTE 10A CA. IGUEL GRAU,LAMBAYEQUE,CHICLAYO,CHICLAYO,1/07/2026,40.69,40.69,40.69,40.69,49045.0,49045.0,9,0,,998991883,techo_propio
RESIDENCIAL LOS CEREZOS,002572025F,BRICK CONSTRUCTORA INMOBILIARIA S.A.C,HABILITACIÓN URBANA LAS PALMAS MZ B LT 10,LAMBAYEQUE,CHICLAYO,CHICLAYO,1/07/2026,40.14,40.0,40.14,40.0,135000.0,127500.0,8,0,,925634245,techo_propio
VIVIENDA MULTIFAMILIAR-AIM-002,02042025C,AIM CONSULTORES Y CONSTRUCTORES S.R.L.,CENTRO POBLADO PUEBLO LIBRE MZ. G. LOTE 2,LAMBAYEQUE,CHICLAYO,CHICLAYO,1/07/2026,48.52,40.03,52.59,40.03,51500.0,51500.0,7,0,,962385788,techo_propio
URBANIZACIÓN REQUE MAR,01092024C,CORPORACIÓN GÉMINIS CONTRATISTAS GENERALES S.A.C.,Sub Lote 1-2 Sector 03 ,LAMBAYEQUE,CHICLAYO,ETEN,1/07/2026,40.2,40.2,55.26,55.26,104500.0,104500.0,16,0,,924710203,techo_propio
URBANIZACIÓN REQUE MAR II,02302025C,CORPORACIÓN GEMINIS CONTRATISTAS GENERALES S.A.C.,SUB LOTE 1-2 SECTOR 03 DEL DISTRITO DE CIUDAD ETEN,LAMBAYEQUE,CHICLAYO,ETEN,1/07/2026,46.36,40.2,61.83,61.83,104500.0,104500.0,64,0,,924710203,techo_propio
RESIDENCIAL SANTA SOFIA,01532025C,EFUS BUILT CONSTRUCTION S.A.C.,"PARCELA F, MZ. L LOTE 4-22 SECTOR EL PUEBLO COLOCHE/DENOMINADO CASA BLANCA",LAMBAYEQUE,FERREÑAFE,FERREÑAFE,1/07/2026,40.12,40.12,40.12,40.12,47985.0,47985.0,80,0,,900650102,techo_propio
Urbanización Los Castaños de Ferreñafe,0074-2022-F,Constructora Los Castaños de Ferreñafe S.A.C.,"Ubicación Rural Terreno Denominado San Gregorio, Distrito y Provincia de Ferreñafe",LAMBAYEQUE,FERREÑAFE,FERREÑAFE,1/07/2026,25.07,25.07,66.0,66.0,65495.0,65495.0,1186,0,,993953259 / 997585359,techo_propio
ESTANCIA DEL VALLE IX ETAPA,000482026F,LOS PORTALES S.A.,PREDIO DENOMINADO VILLA HERMOSA DEL SECTOR VILLA HERMOSA,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,1/07/2026,25.1,25.1,86.96,46.79,104500.0,81330.0,482,0,,981530611,techo_propio
HABILITACION URBANA VILLA REFUGIO DEL SOL ETAPA 01,000832026F-1,DESARROLLO INMOBILIARIO MARVERDE S.A.C.,Predios VR 1 y VR 2 en el Predio San Ignacio,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,1/07/2026,25.09,25.09,49.5,49.5,75841.72,75841.72,273,0,,926684361,techo_propio
"HABILITACIÓN URBANA ""ANDALUCIA""-ETAPA I -HABILITACION URBANA MIXTA CON CONSTRUCCION SIMULTANEA TIPO 5 Y VENTA GARANTIZADA TIPO 4 - MODALIDAD C ",000552026F-1,URB. ANDALUCIA INMOBILIARIA S.A.C.,UBIC. RUR. FUNDO SAN IGNACIO C.P./PARC.3B AREA HA. 5.3462,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,1/07/2026,32.06,25.68,70.8,54.04,88562.12,88562.12,54,0,,982888572,techo_propio
AVN RESIDENCIAL JLO,01282025C,BP & ASOCIADOS S.A.C.,"CALLE SAN MARTÍN, POSESIÓN INFORMAL URBANIZACIÓN URRUNAGA, SECTOR 3° SECTOR, MZ. 104, LOTE 11",LAMBAYEQUE,CHICLAYO,JOSÉ LEONARDO ORTIZ,1/07/2026,40.04,40.0,55.34,40.0,53500.0,53500.0,8,0,,"904883195
947930931",techo_propio
"HABILITACIÓN URBANA ""CHACUPE VERDE"" ETAPA I",000892026F-1,MI PRIMER HOGAR SAC,"PREDIO DENOMINADO ""SAN FRANCISCO"" UBICADO EN EL SECTOR CHACUPE",LAMBAYEQUE,CHICLAYO,LA VICTORIA,1/07/2026,30.0,30.0,102.32,50.4,72450.0,59950.0,59,0,,977470976,techo_propio
"HABILITACIÓN URBANA ""CHACUPE VERDE"" ETAPA II",000892026F-2,MI PRIMER HOGAR SAC,"PREDIO DENOMINADO ""SAN FRANCISCO"" UBICADO EN EL SECTOR CHACUPE",LAMBAYEQUE,CHICLAYO,LA VICTORIA,1/07/2026,30.0,30.0,109.56,50.4,74150.0,59950.0,71,0,,977470976,techo_propio
LAS VILLAS DE CHOSICA,390-S ,GAMMA URBANA S.A.C.,SUB LOTE 10275 (B1-B2) - PREDIO CHACUPE,LAMBAYEQUE,CHICLAYO,LA VICTORIA,1/07/2026,31.05,31.05,54.0,54.0,102800.0,102800.0,1,0,,995542219,techo_propio
MULTIFAMILIAR ARVI-70,02202025C,CORPORACION ARVI3 S.A.C.,PUEBLO TRADICIONAL CERCADO DE UCUPE MZ. 11 LOTE 3,LAMBAYEQUE,CHICLAYO,LAGUNAS,1/07/2026,40.4,40.4,40.4,40.4,47985.0,47985.0,6,0,,985076707,techo_propio
MULTIFAMILIAR ARVI-71,01462025C,CORPORACION ARVI3 S.A.C.,PUEBLO TRADICIONAL CERCADO DE UCUPE MZ. 16 LOTE 3,LAMBAYEQUE,CHICLAYO,LAGUNAS,1/07/2026,45.68,40.12,52.02,22.84,47985.0,47985.0,5,0,,985076707,techo_propio
VIVIENDA MULTIFAMILIAR-AIM-003,02192025C,AIM CONSULTORES Y CONSTRUCTORES S.R.L.,"URBANIZACIÓN NUEVO MOCUPE-I ETAPA, MZ ""B"" LOTE 14 ZONA 1",LAMBAYEQUE,CHICLAYO,LAGUNAS,1/07/2026,48.34,40.03,52.45,40.03,51500.0,51500.0,5,0,,962385788,techo_propio
HABILITACION URBANA VIVE HOGAR LAMBAYEQUE ETAPA 01,000702026F-1,PROMOTORA ARICA S.A.C,"AV. PANAMERICANA NORTE, KM 805, LAMBAYEQUE",LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,1/07/2026,25.19,25.19,61.1,61.1,73750.0,73750.0,716,0,,997066635,techo_propio
La Castellana,0075-2022-F,INMOBILIARIA CONDOMINIOS DE CHICLAYO S.A.C.,Unidades Catastral n° 27347 y n° 27348 con ubicación rural del predio denominado “La Esperanza”,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,1/07/2026,30.0,30.0,81.0,81.0,76000.0,76000.0,279,0,,945819374,techo_propio
SOL DE LA ALAMEDA REAL DE LAMBAYEQUE IV,000662024F,LOS PORTALES S.A.,PARCELA 4 ,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,1/07/2026,27.58,27.58,60.0,60.0,104500.0,104500.0,3,0,,979945571,techo_propio
PROYECTO VIVIENDA MULTIFAMILIAR RESIDENCIAL PAICO,01612025C,SC CONSTRUCTORA E INMOBILIARIA SAC,PUEBLO JOVEN SAN MARTIN DE PORRES MZ. D5 LOTE 16,LAMBAYEQUE,LAMBAYEQUE ,LAMBAYEQUE ,1/07/2026,40.002,40.002,58.069,40.002,48305.0,48305.0,5,0,,968127339,techo_propio
RESIDENCIAL VILLA DEPORTIVA,00032026C,AURA NORMA GARCÍA RAMÍREZ,URB. DE INTERÉS SOCIAL CAROLINA,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,1/07/2026,25.0,25.0,73.5,52.44,47985.0,47985.0,80,0,,954626977,techo_propio
RESIDENCIAL VIRGEN DE LAS MERCEDES,02382025C,AURA NORMA GARCÍA RAMÍREZ,"CALLE VIRGEN DE LA MERCEDES S/N, MANZANA R, LOTE 7, CENTRO POBLADO LOS CORONADOS",LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,1/07/2026,48.11,40.16,80.23,40.16,48000.0,48000.0,5,0,,951626977,techo_propio
RESIDENCIAL INDOAMÉRICA,0132025C,AURA NORMA GARCÍA RAMÍREZ,PUEBLO TRADICIONAL MOCHUMÍ MZ. 39 LOTE 11,LAMBAYEQUE,LAMBAYEQUE,MOCHUMÍ,1/07/2026,40.04,40.02,103.97,40.02,51500.0,51500.0,5,0,,951626977,techo_propio
RESIDENCIAL MONSALVE BACA,01542025C,AURA NORMA GARCÍA RAMÍREZ,"CENTRO POBLADO PUNTO 4 MZ. ""E"" LOTE 11 A",LAMBAYEQUE,LAMBAYEQUE,MOCHUMÍ,1/07/2026,42.96,40.0,46.65,40.65,48000.0,48000.0,5,0,,951626977,techo_propio
RESIDENCIAL BOLOGNESI,184-2022-C,MAYANGA EXPRESS E.I.R.L. ,Pueblo Tradicional Olmos Mz. E Lote 14,LAMBAYEQUE,LAMBAYEQUE,OLMOS,1/07/2026,41.0,41.0,41.0,41.0,120000.0,120000.0,2,0,,922 359 268,techo_propio
URBANIZACIÓN EL IMPERIAL,02252025C,MAYANGA EXPRESS E.I.R.L.,UBIC. RUR. PARTE DEL LOTE 9 ZONA TERRITORIO COMUNIDAD DE OLMOS,LAMBAYEQUE,LAMBAYEQUE,OLMOS,1/07/2026,27.09,27.07,97.2,55.88,52000.0,52000.0,169,0,,922359268,techo_propio
URBANIZACIÓN SAN FRANCISCO,02062025C,MAYANGA EXPRESS E.I.R.L.,"CALLE SAN FRANCISCO, SUBLOTE 1, SECTOR NITAPE",LAMBAYEQUE,LAMBAYEQUE,OLMOS,1/07/2026,32.76,30.92,65.55,58.53,52000.0,52000.0,13,0,,922359268,techo_propio
HABILITACIÓN URBANA VILLA ROSITA-ETAPA 1,000172026F-1,MURANO INVESTMENT S.A.C.,PREDIO MATRIZ UBIC.RUR. PREDIO TUMAN C.P./PARC.11402,LAMBAYEQUE,CHICLAYO,PICSI,1/07/2026,27.5,27.5,77.04,77.04,53994.02,53994.02,509,0,,981108877,techo_propio
EDIFICIO MULTIFAMILIAR “BUENOS AIRES”,002422025F,ELB CONTRATISTAS GENERALES E.I.R.L.,"CALLE BUENOS AIRES NUM 121, 123 CERCADO DE PIMENTEL",LAMBAYEQUE,CHICLAYO,PIMENTEL,1/07/2026,41.52,40.67,54.27,42.52,130500.0,82305.0,9,0,,955016401,techo_propio
EDIFICIO MULTIFAMILIAR “VILLA SOL”,002322025F,ELB CONTRATISTAS GENERALES E.I.R.L.,"SUB LOTE B-3 DEL LOTE B, SECTOR PARAJE LOS ARENALES",LAMBAYEQUE,CHICLAYO,PIMENTEL,1/07/2026,40.14,40.14,50.12,40.14,130495.0,123805.0,18,0,,955016401,techo_propio
HABILITACION URBANA RESIDENCIAL CON CONSTRUCCION SIMULTANEA DE VIVIENDAS CASALINA PIMENTEL I ETAPA Y II ETAPA,000692026F,CONSTRUCCIONES MI JESUS E.I.R.L.,UBIC. RUR. PREDIO PAMPAS DE PIMENTEL / VALLE CHANCAY LAMBAYEQUE / SECTOR JUAN ODOY COD. PRED. 7_6159245_114230 AREA HA. 2.42 U.C. 114230 PIMENTEL,LAMBAYEQUE,CHICLAYO,PIMENTEL,1/07/2026,31.2,29.59,124.41,48.38,109000.0,73545.0,199,0,,951754213,techo_propio
HABILITACIÓN URBANA LOS LIRIOS DE PIMENTEL- ETAPA I,000222026F-1,MURANO INVESTMENT S.A.C.,PREDIO MATRIZ:UBIC RUR. PREDIO 116813-ABCEHI SECTOR JUAN ODOY VALLE CHANCAY,LAMBAYEQUE,CHICLAYO,PIMENTEL,1/07/2026,27.5,27.5,83.24,83.24,77245.0,77245.0,318,0,,981108877,techo_propio
JOYA DE PIMENTEL ETAPA 1,000612026F-1,SERVICIOS GENERALES ACUÑA ROUS S.A.C.,JOYITA COD.PRED.7_6209245_11046/AREA Ha. 1.762415 U.C. 11046-SUB LOTE 03,LAMBAYEQUE,CHICLAYO,PIMENTEL,1/07/2026,30.0,30.0,106.32,50.0,86350.0,86350.0,157,0,,902727009,techo_propio
JOYA DE PIMENTEL ETAPA 3,000612026F-2,SERVICIOS GENERALES ACUÑA ROUS S.A.C.,JOYITA COD.PRED.7_6209245_11046/AREA Ha. 2.081235 U.C. 11046-SUB LOTE 05,LAMBAYEQUE,CHICLAYO,PIMENTEL,1/07/2026,35.0,35.0,86.45,50.0,86350.0,86350.0,190,0,,902727009,techo_propio
RESIDENCIAL JESSICA LM2,000902026F,CONSTRUCTORA L Y M CONTRATISTAS S.A.C.,CALLE S/N - MZ. B SUBLOTE 8G,LAMBAYEQUE,CHICLAYO,PIMENTEL,1/07/2026,48.77,40.07,48.77,40.07,103401.0,91110.0,20,0,,947930931,techo_propio
MULTIFAMILIAR INCAHUASI,0231-2022-C,NEGOCIACIONES NR S.A.C.,CENTRO POBLADO MAYASCON SECTOR ZAPOTAL MZ. 8 LOTE 10,LAMBAYEQUE,FERREÑAFE,PITIPO,1/07/2026,44.91,44.91,44.32,44.32,43462.5,43462.5,8,0,,943838660,techo_propio
RESIDENCIAL ALVARADO,00912025C,SC CONSTRUCTORA E INMOBILIARIA SAC,"CALLE MIGUEL GRAU. LOTE 15, MZ G, LOTIZ. / HABILITACIÓN URBANA CENTRO URBANO PITIPO II",LAMBAYEQUE,FERREÑAFE,PITIPO,1/07/2026,40.89,40.74,40.89,40.74,48062.5,48062.5,5,0,,968127339,techo_propio
SOL DE POMALCA,0276,BECTEK CONTRATISTAS S.A.C ,Sector 28 y 29 - Primera Etapa,LAMBAYEQUE,CHICLAYO,POMALCA,1/07/2026,20.2,20.2,50.0,50.0,59798.0,59798.0,86,0,,968336512,techo_propio
HABILITACION URBANA PALMA REAL 1 ETAPA IV,000652026F-1,INMOBILIARIA NOVATERRA ASOCIADOS S.A.C.,Carretera Puerto Eten KM 3.8,LAMBAYEQUE,CHICLAYO,REQUE,1/07/2026,35.0,35.0,60.0,60.0,62250.0,62250.0,220,0,,958614475 ,techo_propio
HABILITACIÓN URBANA PALMA REAL II -ETAPA I,000182026F-1,INMOBILIARIA NOVATERRA ASOCIADOS S.A.C.,"PREDIO MATRIZ PARCELA E, UBICADO EN EL PREDIO DON JORGE II",LAMBAYEQUE,CHICLAYO,REQUE,1/07/2026,25.0,25.0,96.13,96.13,62400.0,62400.0,417,0,,942 591 481/ 958 614 475 ,techo_propio
PALMA REAL,0110-2021-F,INMOBILIARIA NOVATERRA ASOCIADOS S.A.C.,CARRETERA REQUE – PUERTO ETEN 3.8 KM,LAMBAYEQUE,CHICLAYO,REQUE,1/07/2026,35.0,35.0,60.0,60.0,85000.0,85000.0,459,0,,"942 591 481/ 958 614 475 
",techo_propio
URBANIZACION VALLE REQUE ,0651-S,CONSTRUCTORA VALLE REQUE S.A.C. ,Carretera Panamericana Norte Km 755-756,LAMBAYEQUE,CHICLAYO,REQUE,1/07/2026,30.0,30.0,60.0,60.0,84805.0,84805.0,6,0,,997663006,techo_propio
CONJUNTO RESIDENCIAL ARVI-67,01682025C,CORPORACION ARVI3 S.A.C.,"CENTRO POBLADO SANTIAGO DE MIRAFLORES, MZ P, LOTE 5 ",LAMBAYEQUE,CHICLAYO,ZAÑA,1/07/2026,40.12,40.12,40.12,40.12,47985.0,47985.0,8,0,,985076707,techo_propio
