proyecto,codigo_proyecto,promotor,direccion,departamento,provincia,distrito,periodo_publicacion,area_techada_min,area_techada_max,area_lote_min,area_lote_max,precio_min,precio_max,unidades_disponibles,bono_verde,web,telefono,programa
EDIFICIO VILLA LOS PINOS,,HECTOR MORAN NEGOCIOS INMOBILIARIOS S.A.C.,Urb. Los Pinos Mz. I lote 17,TACNA,TACNA,TACNA,1/07/2026,63.93,51.1,0.0,0.0,167000.0,136000.0,5,0,https://hmoransac.online/,924279549,nuevo_credito_mivivienda
Edificio Stampa,,EDIFICACIONES INCA S.A.,CALLE ARICA 335 - LOTE 9 Y 10,TACNA,TACNA,TACNA,1/07/2026,81.82,78.0,0.0,0.0,363750.0,337500.0,12,2,https://www.facebook.com/EdificioStampa,952524142,nuevo_credito_mivivienda
JACARANDÁ III,,PIRCA CONSTRUCTORA E INMOBILIARIA SAC,URBANIZACIÓN SANTA MARIA MZ. J LOTE 01,TACNA,TACNA,TACNA,1/07/2026,90.0,81.0,0.0,0.0,276000.0,217000.0,9,0,https://www.facebook.com/pircaconstructora,952648860,nuevo_credito_mivivienda
MULTIFAMILIAR RESIDENCIAL LOS PERALES,,LORELY CONSTRUCTORA E INMOBILIARIA SAC,AV EJERCITO # 650,TACNA,TACNA,TACNA,1/07/2026,104.03,70.33,0.0,0.0,240000.0,182000.0,25,0,https://grupolorely.com.pe/,999554001,nuevo_credito_mivivienda
REALEZA,,MONARCA CONSTRUCCIONES SAC,CALLE SAN JOSE NUM 204 SUB LOTE B-4,TACNA,TACNA,TACNA,1/07/2026,108.25,60.46,0.0,0.0,410000.0,275000.0,41,0,https://www.facebook.com/monarcaconstructores,952387677,nuevo_credito_mivivienda
RESIDENCIAL CORONEL BUSTIOS,,HECTOR MORAN NEGOCIOS INMOBILIARIOS S.A.C.,Calle Pacheco Caspedes 307 -311-315 PAGO HUMO LT 02,TACNA,TACNA,TACNA,1/07/2026,86.43,60.55,0.0,0.0,280000.0,227000.0,44,0,https://hmoransac.com/proyectos-en-ejecucion/,924 279 549,nuevo_credito_mivivienda
Urbanización Villa Capanique,,HECTOR MORAN NEGOCIOS INMOBILIARIOS S.A.C.,FUNDO LA VILCA S/N,TACNA,TACNA,TACNA,1/07/2026,82.86,79.55,0.0,0.0,192000.0,192000.0,4,0,https://hmoransac.online/,924 279 549,nuevo_credito_mivivienda
RESIDENCIAL EL MOLINO II,0156-2022-F,A&B INVERSIONES Y EVENTOS S.A.C.,Posesión Informal Centro Poblado Barrio El Molino MZ 52 LT 18,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,1/07/2026,41.0,41.0,41.0,41.0,46305.0,46305.0,7,0,,961557316,techo_propio
RESIDENCIAL SOTO ,0662023C,PROYECTOS E INVERSIONES REYES E.I.R.L.,Centro Poblado Menor Arrayan Mz. 7 Lote 2,AMAZONAS,BAGUA,LA PECA,1/07/2026,42.85,42.85,541.5,541.5,40250.0,40250.0,12,0,,959482513,techo_propio
RESIDENCIAL TRUJILLO AMORETTI,001332025F,TEAM GILES BARETO S.A.C.,CENTRO POBLADO VILLA DE SANTO TOMÁS MZ. 13 LOTE 1,AMAZONAS,LUYA,SANTO TOMAS,1/07/2026,46.91,40.4,46.91,40.4,48045.0,48045.0,5,0,,990903855,techo_propio
RESIDENCIAL VIGO,001392025F,TEAM GILES BARETO S.A.C.,CENTRO POBLADO VILLA DE SANTO TOMÁS MZ. 21 LOTE 7,AMAZONAS,LUYA,SANTO TOMAS,1/07/2026,40.4,40.4,41.38,40.4,48045.0,48045.0,5,0,,990903855,techo_propio
NUEVO TINGO III,000912026F,A & B INVERSIONES Y EVENTOS S.A.C.,CENTRO POBLADO NUEVO TINGO MZ 7 LOTE 2,AMAZONAS,LUYA,TINGO,1/07/2026,41.34,41.34,41.48,41.48,50350.0,50350.0,8,0,,978878713,techo_propio
SOL DE LA PRADERA II ETAPAS 1 Y 2,000532026F,LOS PORTALES S.A.,"UBIC. RUR. SECTOR TANGAY, PREDIO PAMPAS DE CHIMBOTE, PARCELA T-138",ANCASH,SANTA,CHIMBOTE,1/07/2026,25.1,25.1,92.78,49.95,94654.53,94654.53,310,0,,962738072,techo_propio
SOL DE LA PRADERA ETAPA II,000572025F,LOS PORTALES S.A.,"Ubicación Rural, Valle Santa Lacramarca / Sector Tangay / Predio Pampas Chimbote, Área Ha. 58863; U.C. 017114 - Lote 1",ANCASH,SANTA,NUEVO CHIMBOTE,1/07/2026,27.58,27.58,60.0,60.0,95840.0,95840.0,2,0,,962738072,techo_propio
RESIDENCIAL MONTECRISTO,0279,CONSTRUCTORA LA LIBERTAD S.A.,"Predio Collón, Cochacpampa, Collón-Huaraz, Taricá",ANCASH,HUARAZ,TARICA ,1/07/2026,45.0,45.0,90.0,90.0,60000.0,60000.0,281,0,,043 -707287/ 043-231794,techo_propio
NUEVO ZANJA,349,GADEA S.A.C.,Lado Derecho de la Carretera Yungar Comunidad Campesina Tres de Octubre,ANCASH,CARHUAZ,YUNGAR,1/07/2026,40.0,40.0,80.0,80.0,50000.0,50000.0,297,0,,975191212,techo_propio
CONJUNTO RESIDENCIAL LAS TORRES DE VILLAGLORIA,001932025F,SMART VILLAGLORIA S.A.C.,MZ. C SUB LOTE 1-D-E,APURIMAC,ABANCAY,ABANCAY,1/07/2026,57.63,40.17,62.41,40.17,130500.0,120500.0,56,0,,983233968,techo_propio
CONJUNTO RESIDENCIAL SMART VILLA GLORIA 2,000742026F,SMART VILLAGLORIA S.A.C.,"MZ C SUB LOTE 1-A, MZ C SUB LOTE 1-B",APURIMAC,ABANCAY,ABANCAY,1/07/2026,65.6,40.94,74.54,40.94,130500.0,130500.0,55,0,,983233968,techo_propio
RESIDENCIAL CARRIÓN CHÁVEZ DE SAN JERÓNIMO,0382024C,CONSTRUCTORA E INMOBILIARIA QG S.A.C.,LOTE 1 RESULTANTE UBIC. RUR. PREDIO CHÁVEZ PAMPA/ SECTOR TOTORAL,APURIMAC,ANDAHUAYLAS,SAN JERÓNIMO,1/07/2026,78.8,40.62,89.69,42.12,128079.8,79961.85,105,0,,942645762 / 989187869,techo_propio
VIVIENDA MULTIFAMILIAR RESIDENCIAL SANTA ROSA,00422026C,MEGA INDUSTRIES S.A.C.,"LOTE REMANENTE AV. PERÚ - 4,038.97 M2",APURIMAC,ANDAHUAYLAS,TALAVERA,1/07/2026,63.82,38.99,63.82,39.25,130500.0,88462.0,161,0,,915356754,techo_propio
HABILITACIÓN URBANA DE PRIMERA VIVIENDA VILLA FLORESTA -ETAPA 1,000302026F-1,FLORESTA 2023 S.A.C.,PREDIO SAN ISIDRO II-HARLI S.A. SECTOR SAN ISIDRO,AREQUIPA,AREQUIPA,LA JOYA,1/07/2026,25.02,25.02,103.87,103.87,40000.0,40000.0,133,0,,940281398,techo_propio
URBANIZACIÓN VILLA VERDE,1012025C,CONSTRUCTORA E INMOBILIARIA AMANECER DORADO EIRL,"Ubic. Rur. Sector Ayacucho, Predio Carcasunto, C.P./Parc. 8_5808515_325692 Área Ha. 8,8786, U.C. 325692",AYACUCHO,HUAMANGA,CHIARA,1/07/2026,35.05,35.05,140.0,139.32,55000.0,55000.0,20,0,,997942012,techo_propio
CONDOMINIO VALLE HERMOSO I ETAPA,0569-S,INMOBILIARIA IZARRA BARROS SRL,RURAL VALLE SIN VALLE/SECTOR ICHPICO/BOSTONESA C.P./ PARC. 8_5758570_00068 U.C. 00068-CN85700077/CE579461,AYACUCHO,HUANTA,HUANTA,1/07/2026,50.75,40.0,75.0,75.0,104000.0,85700.0,51,0,,966906505,techo_propio
VIVIENDA MULTIFAMILIAR RESIDENCIAL DIAZ,01602025C,SC CONSTRUCTORA E INMOBILIARIA SAC,CENTRO POBLADO NINABAMBA MZ. 17 LOTE 5,CAJAMARCA,SANTA CRUZ,NINABAMBA,1/07/2026,41.759,40.793,72.359,40.793,48062.5,48062.5,6,0,,968127339,techo_propio
MULTIFAMILIAR EL ALAMO DE NUEVA ESPERANZA ,000792025F,IST CONSTRUCTORES CONSULTORES SAC,CENTRO POBLADO NUEVA ESPERANZA MZ.7 LT.6,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,1/07/2026,43.23,40.54,46.92,40.54,46194.15,46194.15,6,0,,(044) 499552,techo_propio
VIVIENDA MULTIFAMILIAR JAZMIN,001132025F,IST CONSTRUCTORES CONSULTORES SAC,CALLE AREQUIPA MZ.N´ SUB LOTE 2317-C SECTOR I ,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,1/07/2026,51.32,45.36,59.59,45.36,47985.0,47985.0,8,0,,(044) 499552,techo_propio
RESIDENCIAL INKA WASI ,1102025C,NEGOCIOS FYD S.A.C.,URBANIZACIÓN POPULAR DE INTERES SOCIAL PROYECTO ESPECIAL CIUDAD PACHACUTEC MZ. I LOTE 16 GRUPO RESIDENCIAL 3 SECTOR D BARRIO IX ,CALLAO,CALLAO,VENTANILLA,1/07/2026,44.77,43.67,67.57,43.67,98092.5,69364.5,5,0,,923237892,techo_propio
RESIDENCIAL LOS CEDROS,000562026F,CONSULTORIA E INMOBILIARIA DOMOS HOUSE SAC,"URBINZACIÓN POPULAR DE INTERÉS SOCIAL - PROYECTO ESPECIAL CIUDAD PACHACUTEC MZ B LOTE 10 SECTOR F, GRUPO RESIDENCIAL 3, BARRIO XIII",CALLAO,CALLAO,VENTANILLA,1/07/2026,59.36,42.2,59.36,42.2,136000.0,108742.5,7,0,,955026350,techo_propio
GALLITO DE LAS ROCAS,0105-2022-C,AEC Contratistas Generales E.I.R.L.,PARCELAS ESPERANZA Y PAMPAS CONCEPCION VALLE OCOBAMBA SECTOR LA PERLA TAMBAHUASI,CUSCO,LA CONVENCION,OCOBAMBA,1/07/2026,25.3,25.3,183.24,183.24,70000.0,70000.0,50,0,,980035840,techo_propio
HABILITACIÓN URBANA YANANTIN,000672026F,AEC CONTRATISTAS GENERALES E.I.R.L.TDA,"PREDIO RURAL DENOMINADO CACHICCATA COLLPAPAMPA CHALANIANA FRACCION 1 CON U.C. N°360419, UBICADO EN EL VALLE VILCANOTA, SECTOR CACHICCATA",CUSCO,URUBAMBA,OLLANTAYTAMBO,1/07/2026,39.89,39.89,108.29,70.14,109000.0,109000.0,99,0,,984958255,techo_propio
URBANIZACIÓN SOL DE CHINCHA ,0169-2022-F,INVERSIONES MAC HOUSE S.A.C.,UBIC. RUR. PAMPAS DE ÑOCO ,ICA,CHINCHA,CHINCHA ALTA,1/07/2026,27.12,27.12,80.45,80.45,87703.0,87703.0,78,0,,447-4417/ 989071029,techo_propio
HABILITACIÓN URBANA VALLE SAN JUAN - SECTOR 2.2,001562025F,DESARROLLO INMOBILIARIO MARVERDE S.A.C.,PLG. Predio Denominado Chicha Baja Sub lote B-A-2/B-A-3/B-A-4/B-A-5/B-A-6/B-A-7 Sector Sub lote 2.2,ICA,CHINCHA,CHINCHA BAJA,1/07/2026,25.0,25.0,112.6,55.31,95000.0,72990.0,110,0,,955569373 / 960233058,techo_propio
HABILITACIÓN URBANA VALLE SAN JUAN-SECTOR 2.1,000662025F,DESARROLLO INMOBILIARIO MARVERDE S.A.C.,PLG. Predio Denominado Chicha Baja Sub lote B-A-2/B-A-3/B-A-4/B-A-5/B-A-6/B-A-7 Sector Sub lote 2.1,ICA,CHINCHA,CHINCHA BAJA,1/07/2026,25.0,25.0,114.94,59.8,99730.0,68545.0,46,0,,955569373 / 960233058,techo_propio
PROYECTO HABILITACION URBANA VALLE SAN JUAN - SECTOR 1,00312024F,DESARROLLO INMOBILIARIO MARVERDE S.A.C.,"Predio denominado Chincha Baja, Constituido por el sub lote B-A-1",ICA,CHINCHA,CHINCHA BAJA,1/07/2026,25.0,25.0,86.015,86.015,88000.0,88000.0,10,0,,955569373 / 960233058,techo_propio
SOL DEL VALLE III,0204-2022-C,LOS PORTALES S.A.,CE 374886/CN 8513501 UBIC. RUR. SECTOR SAN PABLO/ PREDIO SAN PABLO SECTOR 1 CP / PARC. 83708510 06324 ,ICA,CHINCHA,CHINCHA BAJA,1/07/2026,25.0,25.0,60.0,60.0,91140.0,91140.0,3,0,,920600458,techo_propio
Los Viñedos del Alto Larán,0294,Wescon SUR S.A.C.,Irrigación Pampa de Ñoco Lote 07- Pueblo Nuevo,ICA,CHINCHA,Chincha Alta,1/07/2026,26.7,26.7,61.4,61.4,74452.0,74452.0,1406,0,,970629599,techo_propio
LA PLANICIE DE GROCIO PRADO,00029-2024-F,INMOBILIARIA NAPOLI S.A.C.,Sector el Colorado U.C 00278 Predio Victoria,ICA,ICA,GROCIO PRADO,1/07/2026,26.54,26.54,57.1,57.1,82000.0,82000.0,26,0,,948272190 / 963123399 / 948272021,techo_propio
Desarrollo Habitacional para Vivienda Nueva Urbanización Las Palmeras de San Fernando,0352,Asociacion Comunión Promocion Desarrollo y Liberación - COPRODELI,Las Lomas Lt.1,ICA,ICA,ICA,1/07/2026,33.0,33.0,90.0,90.0,102545.0,102545.0,3158,0,,951676413,techo_propio
MIRADOR DE LAS DUNAS II,000452026F,LOS PORTALES S.A.,"UBIC.RUR.SECTOR CACHICHE / PREDIO CARBAJO, U.C. 11212-ÁREA HA. 1.9006",ICA,ICA,ICA,1/07/2026,27.62,27.62,77.58,57.9,104500.0,99000.0,144,0,,999224746,techo_propio
LOS PARQUES DEL SOL - LOTE 1,000242025F,CLASEM S.A.C.,Urbano Fundo Lopez Urb. Área Remanente 1,ICA,ICA,LA TINGUIÑA,1/07/2026,25.41,25.34,157.47,65.68,100000.0,100000.0,104,0,,(51)2024646,techo_propio
PARQUES DEL SOL- LOTE 2,0128-2023-F,CLASEM S.A.C.,"FUNDO LOPEZ S/N AREA REMANENTE  2 , SUB LOTE B",ICA,ICA,LA TINGUIÑA,1/07/2026,25.45,25.45,88.39,88.39,116866.0,116866.0,33,0,,994 266 230 / 981 490 906 / 958 435 021,techo_propio
Habilitación Urbana de Interés Social Los Jardines de Inca,328,Inmobiliaria y Ejecutores Orion S.A.C.,HH.UU. LOS JARDINES DEL INCA,ICA,ICA,PACHACUTEC,1/07/2026,38.47,38.47,112.5,112.5,98000.0,98000.0,215,0,,915357506/ 995707244/ 941481341,techo_propio
VILLA COLORADA PARACAS,0101-2021-F,PROMOTORA FARO DE ROMA S.A.C.,Km 237 de la Carretera Panamericana Sur,ICA,PISCO,PARACAS,1/07/2026,25.15,25.15,62.5,62.5,56750.0,56750.0,665,0,,933367744,techo_propio
HACIENDA JACARANDA,0018-2021-F,INMOBILIARIA HACIENDA JACARANDA S.A.C.,Predio Matriz Denominado Sub Lote 5 Urb. San Camilo A-1 D,ICA, ICA,PARCONA ,1/07/2026,28.85,28.85,128.31,58.95,96300.0,75000.0,6,0,,912492113,techo_propio
URB. SAN MIGUEL DE PUEBLO NUEVO,0687-S,INVERSIONES ANGEL DE LA LUZ S.A.C.,Ubic Rural Lateral 6 Sector Irrigación Pampa de Ñoco Pueblo Nuevo,ICA,CHINCHA,PUEBLO NUEVO,1/07/2026,36.0,36.0,70.0,70.0,85000.0,85000.0,10,0,,903043379/ 994874491,techo_propio
